   size\stride,             9,            10,            11,            12,            13,            14,            15,            16,            17,            18
     14.340000,     19.636366,     20.183010,     20.074179,     19.157167,     19.980432,     20.166444,     19.134363,     19.167695,     19.729964,     19.369022
     21.500000,     19.803801,     19.754755,     19.584379,     19.172043,     19.151370,     19.577072,     19.131222,     19.167444,     19.733658,     19.188373
     32.260000,     19.962499,     20.113769,     19.608864,     19.135850,     19.676812,     19.602522,     19.677962,     19.126785,     19.798872,     19.231804
     48.380000,     21.806804,     23.870855,     22.115635,     19.847558,     21.235080,     25.255674,     26.674211,     19.410004,     22.385926,     20.237799
     72.580000,     24.666748,     26.809385,     29.127656,     19.612946,     30.872005,     24.786666,     30.762230,     24.230276,     22.796382,     22.496049
    108.860000,     26.732199,     25.942317,     32.390878,     23.252207,     25.844802,     31.755757,     32.613986,     29.225711,     30.688477,     23.918912
    163.300000,     29.183957,     29.513666,     32.113046,     29.331005,     31.680586,     32.904475,     33.422271,     32.850717,     27.309403,     30.505950
    245.060000,     29.400121,     29.485601,     32.419239,     32.100409,     31.684194,     32.868544,     33.818076,     32.229666,     30.343639,     34.531674
    367.580000,     30.464857,     31.034836,     32.198157,     33.064482,     32.844859,     33.820560,     34.640609,     33.784567,     32.291136,     35.379067
    551.490000,     31.323620,     32.122424,     33.342319,     34.364367,     33.792237,     34.738989,     35.514830,     34.736726,     33.478550,     36.301770
    827.230000,     31.492270,     35.555353,     34.744550,     34.305433,     35.307324,     35.669564,     38.124860,     35.190457,     34.705481,     36.587564
   1240.960000,     46.943549,     32.722860,     43.887650,     43.583686,     48.714224,     48.535861,     45.072392,     35.646478,     40.183994,     47.204936
   1861.440000,     63.673877,     33.368192,     72.770495,     34.095488,     54.612841,     64.662804,     37.210478,     39.548082,     66.511715,     56.740503
   2792.160000,     52.311489,     45.787391,     83.259899,     43.866613,     76.347299,     64.327709,     42.161417,     56.359796,     60.639844,     36.733151
   4188.350000,     83.658624,     83.202490,     90.892945,     74.356365,     86.326878,     86.823963,     85.163159,     77.309773,     56.907949,     83.438211
