   size\stride,             1,             2,             3,             4,             5,             6,             7,             8
     14.340000,      8.027919,      8.119267,      8.203678,      8.298124,      8.359872,      8.439766,      8.428107,      8.489529
     21.500000,      8.016171,      8.108804,      8.119609,      8.278233,      8.359922,      8.398734,      8.350824,      8.455074
     32.260000,      8.003973,      8.056156,      8.150474,      8.246591,      8.277667,      8.359441,      8.411541,      8.329327
     48.380000,      8.882474,      8.175782,      8.123532,      8.231719,      8.317870,      8.317950,      8.407200,      8.321496
     72.580000,     12.041363,     11.399676,     12.674277,      8.301091,     10.411016,      8.321615,      9.906950,      8.377751
    108.860000,     12.049485,     11.376549,     12.650024,     12.690879,     11.406281,      8.469976,     12.551401,      8.417264
    163.300000,     12.038661,     11.363570,     12.640866,     12.690006,     13.026626,     12.891855,     12.745451,      9.330287
    245.060000,     12.039446,     11.359839,     12.642567,     12.714356,     13.043292,     12.913551,     12.885384,     12.937135
    367.580000,     12.062412,     11.525670,     12.806877,     12.919123,     13.256470,     13.249714,     13.277292,     13.320273
    551.490000,     12.065735,     11.606676,     12.892063,     13.063290,     13.387130,     13.437878,     13.506139,     13.574261
    827.230000,     12.067412,     11.608065,     12.906641,     13.090232,     19.248771,     13.493587,     13.566596,     13.638868
   1240.960000,     15.233936,     18.121858,     19.118655,     13.552688,     13.750004,     20.930493,     18.894908,     13.682093
   1861.440000,     22.250871,     33.384775,     35.036620,     21.070999,     25.659489,     15.662136,     28.596394,     14.886815
   2792.160000,     22.691260,     39.049973,     48.321235,     44.950912,     38.231345,     37.119590,     51.001907,     22.860559
   4188.350000,     20.092632,     36.398507,     48.800236,     52.005781,     55.437375,     54.145490,     53.151364,     41.609143
   6282.530000,     20.763406,     36.431793,     48.852864,     52.111399,     54.174109,     55.778273,     57.617021,     58.452349
   9423.900000,     20.153957,     36.557297,     48.981069,     52.318603,     54.448364,     56.059167,     58.036984,     60.511581
  14135.970000,     20.145927,     36.559108,     49.006537,     52.362804,     54.507165,     56.136105,     58.080115,     60.674495
  21204.060000,     20.337006,     36.554208,     49.060708,     52.598689,     54.579492,     56.177885,     58.105565,     60.584991
  31806.210000,     20.583044,     37.346152,     49.849924,     52.820977,     55.453742,     56.933893,     58.776971,     60.800311
  47709.310000,     23.833952,     41.400988,     53.630293,     55.282139,     62.525510,     57.856664,     65.695552,     62.219727
  71563.970000,     30.034534,     51.156348,     64.861691,     63.027905,     79.364477,     59.848608,     81.860289,     60.667754
 107345.950000,     35.976808,     60.357457,     77.177977,     75.706047,     86.909724,     69.478337,     87.842044,     66.995931
 161019.040000,     38.404067,     65.347797,     85.942449,     86.542745,     86.042904,     93.014667,     96.871326,     78.180374
 241528.670000,     39.577328,     68.839842,     91.513525,     93.824357,    100.959227,    100.109566,    103.416632,     89.497130
 362293.120000,     39.661997,     71.624414,     95.261599,     98.176870,    101.108689,    105.231124,    106.730823,    100.036228
 543439.680000,     40.263257,     72.069891,     96.625002,    101.529053,    105.151698,    105.137650,    110.956721,    106.132024
