   size\stride,             1,             2,             3,             4,             5,             6,             7,             8
     14.340000,     22.470113,     22.513355,     22.871589,     23.026292,     23.271469,     23.420397,     23.657406,     23.746000
     21.500000,     22.403723,     22.739483,     22.733375,     22.911592,     23.066214,     23.402333,     23.615482,     23.921321
     32.260000,     22.399392,     22.588945,     22.844197,     22.998410,     23.241308,     23.180395,     23.326413,     23.476431
     48.380000,     22.965837,     22.586477,     22.888272,     22.986593,     23.295028,     23.271794,     23.581254,     23.772707
     72.580000,     24.766978,     26.102487,     27.442084,     23.037532,     26.613835,     23.313735,     26.316807,     23.608567
    108.860000,     24.830502,     26.033788,     27.371273,     27.433592,     28.574130,     28.724375,     28.708589,     23.520286
    163.300000,     24.760823,     26.028095,     27.362819,     27.434182,     28.553850,     28.786523,     29.009034,     27.935305
    245.060000,     24.733624,     25.977273,     27.355584,     27.432646,     28.560777,     28.781781,     28.995252,     28.454292
    367.580000,     24.755071,     26.022573,     27.458100,     27.851129,     28.820605,     29.150431,     29.443146,     29.164629
    551.490000,     24.742505,     25.981918,     27.499545,     28.133736,     29.046564,     29.407322,     29.725345,     29.635866
    827.230000,     24.713056,     25.998910,     27.502303,     28.102694,     29.095471,     29.455193,     29.784134,     29.765563
   1240.960000,     31.710602,     26.521816,     34.014604,     32.067058,     31.383491,     37.604742,     41.609472,     29.817450
   1861.440000,     28.072165,     39.563808,     51.046101,     41.838740,     46.328087,     39.897150,     45.343913,     32.597407
   2792.160000,     27.042742,     39.144577,     56.181738,     56.661314,     69.555452,     59.213324,     66.872366,     42.907271
   4188.350000,     26.809066,     38.388979,     54.187634,     58.113960,     70.157277,     71.930467,     74.408678,     58.564791
   6282.530000,     26.980379,     38.415603,     54.193618,     58.343643,     70.239538,     72.147195,     74.191388,     67.465655
   9423.900000,     27.874515,     38.655205,     54.405392,     58.777673,     70.724499,     72.800100,     74.964694,     69.184116
  14135.970000,     26.763973,     38.747781,     54.452107,     58.992103,     70.922204,     73.147436,     75.290729,     69.606618
  21204.060000,     26.766870,     38.742880,     54.508038,     59.036519,     70.953667,     73.069124,     75.342732,     69.685253
  31806.210000,     27.472740,     39.740097,     55.488297,     59.566422,     72.636712,     74.361591,     77.008680,     70.202725
  47709.310000,     31.518128,     44.910914,     61.454232,     64.239167,     82.615175,     78.001440,     88.564676,     72.998178
  71563.970000,     38.196749,     57.696174,     78.797096,     80.460682,    105.107335,     90.935455,    115.857753,     78.842580
 107345.950000,     43.083404,     68.816043,     97.497917,    101.009288,    124.259512,    112.260911,    129.369298,     88.075710
 161019.040000,     44.688481,     74.906367,    105.187394,    112.964903,    131.476805,    136.694323,    140.968108,    106.229327
 241528.670000,     45.435372,     76.618765,    111.146098,    119.338208,    141.148426,    144.612316,    148.466362,    124.260117
 362293.120000,     45.607947,     77.636539,    112.163497,    123.437138,    145.091059,    149.283513,    152.688615,    134.104131
 543439.680000,     45.778535,     78.056528,    112.950172,    124.626233,    146.864368,    151.189075,    155.893431,    139.180919
