200,4x4x2,8,256,21.5040,6.1440,9.2160,0.0017,30.3465,108.7769,15.5396
200,4x4x4,8,512,43.0080,12.2880,18.4320,0.0035,29.4117,112.2341,16.0334
200,4x4x8,8,1024,86.0160,24.5760,36.8640,0.0068,29.9117,110.3582,15.7655
200,4x4x16,8,2048,172.0320,49.1520,73.7280,0.0140,29.2747,112.7597,16.1085
200,4x4x32,8,4096,344.0640,98.3040,147.4560,0.0277,29.6271,111.4183,15.9169
200,4x4x64,8,8192,688.1280,196.6080,294.9120,0.0588,27.8858,118.3758,16.9108
200,4x8x2,8,512,43.0080,12.2880,18.4320,0.0035,29.2900,112.7006,16.1001
200,4x8x4,8,1024,86.0160,24.5760,36.8640,0.0071,28.8960,114.2372,16.3196
200,4x8x8,8,2048,172.0320,49.1520,73.7280,0.0138,29.7567,110.9330,15.8476
200,4x8x16,8,4096,344.0640,98.3040,147.4560,0.0283,28.9645,113.9670,16.2810
200,4x8x32,8,8192,688.1280,196.6080,294.9120,0.0589,27.8278,118.6226,16.9461
200,4x8x64,8,16384,1376.2560,393.2160,589.8240,0.1161,28.2126,117.0045,16.7149
200,4x16x2,8,1024,86.0160,24.5760,36.8640,0.0070,29.1692,113.1674,16.1668
200,4x16x4,8,2048,172.0320,49.1520,73.7280,0.0138,29.7129,111.0967,15.8710
200,4x16x8,8,4096,344.0640,98.3040,147.4560,0.0281,29.1939,113.0715,16.1531
200,4x16x16,8,8192,688.1280,196.6080,294.9120,0.0575,28.5109,115.7801,16.5400
200,4x16x32,8,16384,1376.2560,393.2160,589.8240,0.1183,27.7097,119.1278,17.0183
200,4x16x64,8,32768,2752.5120,786.4320,1179.6480,0.2349,27.9053,118.2930,16.8990
200,4x32x2,8,2048,172.0320,49.1520,73.7280,0.0143,28.6695,115.1397,16.4485
200,4x32x4,8,4096,344.0640,98.3040,147.4560,0.0284,28.8051,114.5978,16.3711
200,4x32x8,8,8192,688.1280,196.6080,294.9120,0.0586,27.9695,118.0216,16.8602
200,4x32x16,8,16384,1376.2560,393.2160,589.8240,0.1180,27.7722,118.8600,16.9800
200,4x32x32,8,32768,2752.5120,786.4320,1179.6480,0.2282,28.7202,114.9367,16.4195
200,4x32x64,8,65536,5505.0240,1572.8640,2359.2960,0.5880,22.2904,148.0906,21.1558
200,4x64x2,8,4096,344.0640,98.3040,147.4560,0.0281,29.1687,113.1693,16.1670
200,4x64x4,8,8192,688.1280,196.6080,294.9120,0.0587,27.9318,118.1807,16.8830
200,4x64x8,8,16384,1376.2560,393.2160,589.8240,0.1181,27.7405,118.9959,16.9994
200,4x64x16,8,32768,2752.5120,786.4320,1179.6480,0.2362,27.7451,118.9758,16.9965
200,4x64x32,8,65536,5505.0240,1572.8640,2359.2960,0.5785,22.6560,145.7012,20.8145
200,4x64x64,8,131072,11010.0480,3145.7280,4718.5920,1.4375,18.2361,181.0141,25.8592
200,8x4x2,8,512,43.0080,12.2880,18.4320,0.0035,29.3622,112.4235,16.0605
200,8x4x4,8,1024,86.0160,24.5760,36.8640,0.0068,29.9101,110.3639,15.7663
200,8x4x8,8,2048,172.0320,49.1520,73.7280,0.0141,29.0417,113.6642,16.2377
200,8x4x16,8,4096,344.0640,98.3040,147.4560,0.0281,29.1617,113.1963,16.1709
200,8x4x32,8,8192,688.1280,196.6080,294.9120,0.0585,28.0111,117.8460,16.8351
200,8x4x64,8,16384,1376.2560,393.2160,589.8240,0.1183,27.7088,119.1318,17.0188
200,8x8x2,8,1024,86.0160,24.5760,36.8640,0.0069,29.8459,110.6015,15.8002
200,8x8x4,8,2048,172.0320,49.1520,73.7280,0.0139,29.4463,112.1024,16.0146
