200,4x4x2,8,256,21.5040,6.1440,9.2160,2.1353,23.9782,95.9620,13.7089
200,4x4x4,8,512,43.0080,12.2880,18.4320,4.3181,23.7144,97.0298,13.8614
200,4x4x8,8,1024,86.0160,24.5760,36.8640,8.5109,24.0632,95.6231,13.6604
200,4x4x16,8,2048,172.0320,49.1520,73.7280,17.0205,24.0651,95.6158,13.6594
200,4x8x2,8,512,43.0080,12.2880,18.4320,4.2564,24.0579,95.6442,13.6635
200,4x8x4,8,1024,86.0160,24.5760,36.8640,8.6350,23.7174,97.0173,13.8596
200,4x8x8,8,2048,172.0320,49.1520,73.7280,17.0207,24.0649,95.6166,13.6595
200,4x8x16,8,4096,344.0640,98.3040,147.4560,34.6027,23.6744,97.1935,13.8848
200,4x16x2,8,1024,86.0160,24.5760,36.8640,8.5135,24.0559,95.6524,13.6646
200,4x16x4,8,2048,172.0320,49.1520,73.7280,17.0300,24.0517,95.6689,13.6670
200,4x16x8,8,4096,344.0640,98.3040,147.4560,34.4582,23.7737,96.7876,13.8268
200,4x16x16,8,8192,688.1280,196.6080,294.9120,68.3538,23.9694,95.9974,13.7139
200,8x4x2,8,512,43.0080,12.2880,18.4320,4.2576,24.0512,95.6708,13.6673
200,8x4x4,8,1024,86.0160,24.5760,36.8640,8.5643,23.9133,96.2224,13.7461
200,8x4x8,8,2048,172.0320,49.1520,73.7280,17.0216,24.0636,95.6216,13.6602
200,8x4x16,8,4096,344.0640,98.3040,147.4560,34.3277,23.8641,96.4210,13.7744
200,8x8x2,8,1024,86.0160,24.5760,36.8640,8.5150,24.0516,95.6693,13.6670
200,8x8x4,8,2048,172.0320,49.1520,73.7280,17.0235,24.0608,95.6327,13.6618
200,8x8x8,8,4096,344.0640,98.3040,147.4560,34.0518,24.0575,95.6459,13.6637
200,8x8x16,8,8192,688.1280,196.6080,294.9120,68.0984,24.0593,95.6386,13.6627
200,8x16x2,8,2048,172.0320,49.1520,73.7280,17.0230,24.0616,95.6297,13.6614
200,8x16x4,8,4096,344.0640,98.3040,147.4560,34.0451,24.0622,95.6273,13.6610
200,8x16x8,8,8192,688.1280,196.6080,294.9120,68.1014,24.0583,95.6428,13.6633
200,8x16x16,8,16384,1376.2560,393.2160,589.8240,136.4647,24.0121,95.8268,13.6895
200,16x4x2,8,1024,86.0160,24.5760,36.8640,8.6901,23.5671,97.6360,13.9480
200,16x4x4,8,2048,172.0320,49.1520,73.7280,17.4044,23.5343,97.7723,13.9675
200,16x4x8,8,4096,344.0640,98.3040,147.4560,34.0569,24.0539,95.6603,13.6658
200,16x4x16,8,8192,688.1280,196.6080,294.9120,68.7236,23.8404,96.5168,13.7881
200,16x8x2,8,2048,172.0320,49.1520,73.7280,17.1338,23.9059,96.2523,13.7503
200,16x8x4,8,4096,344.0640,98.3040,147.4560,34.2669,23.9064,96.2502,13.7500
200,16x8x8,8,8192,688.1280,196.6080,294.9120,70.0776,23.3798,98.4182,14.0597
200,16x8x16,8,16384,1376.2560,393.2160,589.8240,136.2386,24.0519,95.6680,13.6669
200,16x16x2,8,4096,344.0640,98.3040,147.4560,34.0482,24.0600,95.6358,13.6623
200,16x16x4,8,8192,688.1280,196.6080,294.9120,68.6491,23.8663,96.4121,13.7732
200,16x16x8,8,16384,1376.2560,393.2160,589.8240,137.8710,23.7671,96.8144,13.8306
200,16x16x16,8,32768,2752.5120,786.4320,1179.6480,277.3699,23.6277,97.3859,13.9123
200,4x4x2,16,512,59.3920,12.2880,34.8160,7.3151,13.9984,164.3763,10.9584
200,4x4x4,16,1024,118.7840,24.5760,69.6320,14.4104,14.2120,161.9059,10.7937
200,4x4x8,16,2048,237.5680,49.1520,139.2640,29.7442,13.7708,167.0931,11.1395
200,4x4x16,16,4096,475.1360,98.3040,278.5280,57.9628,14.1332,162.8081,10.8539
200,4x8x2,16,1024,118.7840,24.5760,69.6320,14.4086,14.2137,161.8861,10.7924
200,4x8x4,16,2048,237.5680,49.1520,139.2640,29.2763,13.9908,164.4650,10.9643
200,4x8x8,16,4096,475.1360,98.3040,278.5280,57.6454,14.2110,161.9167,10.7944
200,4x8x16,16,8192,950.2720,196.6080,557.0560,117.4588,13.9487,164.9614,10.9974
200,4x16x2,16,2048,237.5680,49.1520,139.2640,28.8261,14.2094,161.9356,10.7957
200,4x16x4,16,4096,475.1360,98.3040,278.5280,58.6978,13.9562,164.8725,10.9915
200,4x16x8,16,8192,950.2720,196.6080,557.0560,115.3036,14.2094,161.9346,10.7956
200,4x16x16,16,16384,1900.5440,393.2160,1114.1120,234.2918,13.9860,164.5219,10.9681
200,8x4x2,16,1024,118.7840,24.5760,69.6320,14.4086,14.2137,161.8855,10.7924
200,8x4x4,16,2048,237.5680,49.1520,139.2640,28.8230,14.2109,161.9184,10.7946
200,8x4x8,16,4096,475.1360,98.3040,278.5280,59.1780,13.8430,166.2214,11.0814
200,8x4x16,16,8192,950.2720,196.6080,557.0560,117.4585,13.9488,164.9609,10.9974
200,8x8x2,16,2048,237.5680,49.1520,139.2640,28.8173,14.2137,161.8863,10.7924
200,8x8x4,16,4096,475.1360,98.3040,278.5280,58.4082,14.0254,164.0591,10.9373
200,8x8x8,16,8192,950.2720,196.6080,557.0560,115.2800,14.2123,161.9015,10.7934
200,8x8x16,16,16384,1900.5440,393.2160,1114.1120,232.9699,14.0653,163.5937,10.9062
200,8x16x2,16,4096,475.1360,98.3040,278.5280,59.3376,13.8058,166.6696,11.1113
200,8x16x4,16,8192,950.2720,196.6080,557.0560,115.2970,14.2103,161.9253,10.7950
200,8x16x8,16,16384,1900.5440,393.2160,1114.1120,240.4558,13.6275,168.8503,11.2567
200,8x16x16,16,32768,3801.0880,786.4320,2228.2240,462.5401,14.1687,162.4000,10.8267
200,16x4x2,16,2048,237.5680,49.1520,139.2640,28.8184,14.2131,161.8927,10.7928
200,16x4x4,16,4096,475.1360,98.3040,278.5280,57.9551,14.1351,162.7864,10.8524
200,16x4x8,16,8192,950.2720,196.6080,557.0560,115.7986,14.1487,162.6298,10.8420
200,16x4x16,16,16384,1900.5440,393.2160,1114.1120,236.1090,13.8783,165.7980,11.0532
200,16x8x2,16,4096,475.1360,98.3040,278.5280,59.4157,13.7876,166.8891,11.1259
200,16x8x4,16,8192,950.2720,196.6080,557.0560,117.0833,13.9935,164.4339,10.9623
200,16x8x8,16,16384,1900.5440,393.2160,1114.1120,231.0443,14.1826,162.2415,10.8161
200,16x8x16,16,32768,3801.0880,786.4320,2228.2240,461.2008,14.2099,161.9298,10.7953
200,16x16x2,16,8192,950.2720,196.6080,557.0560,118.1060,13.8723,165.8703,11.0580
200,16x16x4,16,16384,1900.5440,393.2160,1114.1120,231.5209,14.1534,162.5762,10.8384
200,16x16x8,16,32768,3801.0880,786.4320,2228.2240,466.6747,14.0432,163.8517,10.9234
200,16x16x16,16,65536,7602.1760,1572.8640,4456.4480,938.5839,13.9649,164.7706,10.9847
200,4x4x2,32,1024,184.3200,24.5760,135.1680,27.1988,7.5298,305.5877,9.8577
200,4x4x4,32,2048,368.6400,49.1520,270.3360,51.8929,7.8932,291.5174,9.4038
200,4x4x8,32,4096,737.2800,98.3040,540.6720,104.9857,7.8030,294.8878,9.5125
200,4x4x16,32,8192,1474.5600,196.6080,1081.3440,210.0029,7.8018,294.9320,9.5139
200,4x8x2,32,2048,368.6400,49.1520,270.3360,51.8941,7.8930,291.5240,9.4040
200,4x8x4,32,4096,737.2800,98.3040,540.6720,104.9772,7.8036,294.8640,9.5117
200,4x8x8,32,8192,1474.5600,196.6080,1081.3440,212.3359,7.7161,298.2085,9.6196
200,4x8x16,32,16384,2949.1200,393.2160,2162.6880,415.1714,7.8926,291.5373,9.4044
200,4x16x2,32,4096,737.2800,98.3040,540.6720,107.1892,7.6426,301.0771,9.7122
200,4x16x4,32,8192,1474.5600,196.6080,1081.3440,213.7067,7.6666,300.1338,9.6817
200,4x16x8,32,16384,2949.1200,393.2160,2162.6880,429.5336,7.6287,301.6226,9.7298
200,4x16x16,32,32768,5898.2400,786.4320,4325.3760,835.8309,7.8408,293.4642,9.4666
200,8x4x2,32,2048,368.6400,49.1520,270.3360,53.2960,7.6854,299.3996,9.6581
200,8x4x4,32,4096,737.2800,98.3040,540.6720,106.0529,7.7244,297.8853,9.6092
200,8x4x8,32,8192,1474.5600,196.6080,1081.3440,213.3924,7.6779,299.6924,9.6675
200,8x4x16,32,16384,2949.1200,393.2160,2162.6880,416.1584,7.8739,292.2304,9.4268
200,8x8x2,32,4096,737.2800,98.3040,540.6720,104.1101,7.8686,292.4283,9.4332
200,8x8x4,32,8192,1474.5600,196.6080,1081.3440,211.0920,7.7615,296.4616,9.5633
200,8x8x8,32,16384,2949.1200,393.2160,2162.6880,421.6304,7.7717,296.0729,9.5507
200,8x8x16,32,32768,5898.2400,786.4320,4325.3760,837.8503,7.8219,294.1732,9.4895
200,8x16x2,32,8192,1474.5600,196.6080,1081.3440,208.5033,7.8579,292.8260,9.4460
200,8x16x4,32,16384,2949.1200,393.2160,2162.6880,420.4673,7.7932,295.2561,9.5244
200,8x16x8,32,32768,5898.2400,786.4320,4325.3760,840.7054,7.7954,295.1757,9.5218
200,8x16x16,32,65536,11796.4800,1572.8640,8650.7520,1661.9291,7.8867,291.7556,9.4115
200,16x4x2,32,4096,737.2800,98.3040,540.6720,105.6303,7.7554,296.6983,9.5709
200,16x4x4,32,8192,1474.5600,196.6080,1081.3440,207.5775,7.8930,291.5258,9.4041
200,16x4x8,32,16384,2949.1200,393.2160,2162.6880,420.5695,7.7913,295.3279,9.5267
200,16x4x16,32,32768,5898.2400,786.4320,4325.3760,833.0888,7.8666,292.5014,9.4355
200,16x8x2,32,8192,1474.5600,196.6080,1081.3440,210.1080,7.7979,295.0796,9.5187
200,16x8x4,32,16384,2949.1200,393.2160,2162.6880,428.5183,7.6468,300.9096,9.7068
200,16x8x8,32,32768,5898.2400,786.4320,4325.3760,845.6674,7.7496,296.9178,9.5780
200,16x8x16,32,65536,11796.4800,1572.8640,8650.7520,1706.5013,7.6807,299.5803,9.6639
200,16x16x2,32,16384,2949.1200,393.2160,2162.6880,416.8327,7.8612,292.7039,9.4421
200,16x16x4,32,32768,5898.2400,786.4320,4325.3760,844.7536,7.7580,296.5970,9.5676
200,16x16x8,32,65536,11796.4800,1572.8640,8650.7520,1706.9248,7.6788,299.6547,9.6663
